Model Name,Prompt,Input Tokens,Output Tokens,Quality,Feedback,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt
Groq-llama-3.3-70b-versatile,53. Answer only with yes/no responses but explain your reasoning in detail.,56,208,Bad,"The prompt is self-contradictory, as it requests both yes/no responses and detailed explanations, which burns tokens on unnecessary confusion.",75,13,1,2,13,4.69,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,54. Provide a simple answer suitable for a 5-year-old but also technical enough for PhD researchers.,62,179,Bad,"The prompt is overly broad and vague, wasting tokens on an unrealistic expectation of a single answer that can cater to both a 5-year-old and a PhD researcher.",100,18,1,2,16,4.5,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,55. Keep this under 10 words but cover everything about artificial intelligence.,56,12,Bad,The prompt is overly broad and impossible to fulfill within the given 10-word limit.,80,12,1,2,12,5.58,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,56. Write this as if you know nothing about the subject but demonstrate expert-level knowledge.,59,410,Bad,"The prompt is unclear and burns tokens on a paradoxical request, as it's impossible to demonstrate expert-level knowledge without prior knowledge of the subject.",95,16,1,2,16,4.88,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,57. Provide only original ideas but cite established research.,52,705,Average,"The prompt is understandable but lacks specificity on the topic or research area, potentially leading to longer responses.",62,9,1,2,9,5.78,0,False,False,False,False,False,False,False,False,True
Groq-llama-3.3-70b-versatile,58. Make this funny but also deadly serious and professional.,53,335,Bad,"The prompt is too vague and burns tokens on ambiguous requests, lacking specific context or details on what needs to be made funny and serious.",61,10,1,2,10,5.0,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,59. Keep your response short and long simultaneously.,51,146,Bad,"The prompt is self-contradictory and ambiguous, wasting tokens on an impossible request.",53,8,1,2,8,5.5,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,60. Explain this using only complex terminology but make it accessible to beginners.,56,205,Bad,"The prompt is overly broad and contradictory, wasting tokens on vague requests that will likely result in a longer and more confusing response.",84,13,1,2,13,5.38,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,61. Tell me what color Tuesday is.,50,126,Bad,"The prompt is unclear and ambiguous, as days of the week do not have inherent colors, wasting tokens on a nonsensical question.",34,7,1,2,7,3.71,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,62. What does confusion smell like?,49,235,Bad,"The prompt is unclear and ambiguous, burning tokens on a vague and potentially unanswerable question that lacks context or a clear direction for a meaningful response.",35,6,1,2,6,4.67,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,63. How much does blue weigh?,49,57,Bad,"The prompt is unclear and ambiguous, as ""blue"" is a color and does not have a physical weight, wasting tokens on a nonsensical question.",29,6,1,2,6,3.67,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,64. Can you teach me to dream in binary?,52,554,Good,"This prompt is concise and directly asks a specific question, making efficient use of tokens to convey a clear and unique inquiry.",40,9,1,2,9,3.33,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,65. What's the sound of an idea being forgotten?,53,205,Bad,"The prompt is overly vague and abstract, wasting tokens on a philosophical question that lacks clear context or a specific goal.",48,9,1,2,9,4.22,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,66. Describe the texture of logarithmic functions.,51,227,Bad,"The prompt is unclear and ambiguous, as logarithmic functions are mathematical concepts and do not have a physical texture that can be described.",50,7,1,2,7,6.0,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,67. What flavor is the number 7?,51,108,Bad,"The prompt is unclear and ambiguous, wasting tokens on a nonsensical question that cannot be answered logically.",32,7,1,2,7,3.43,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,68. How do you calculate the happiness of an algorithm?,53,459,Bad,"The prompt is unclear and ambiguous, burning tokens on a vague and potentially unanswerable question that lacks context and specificity.",55,10,1,2,10,4.4,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,69. What is the sound of data being corrupted?,52,211,Bad,"The prompt is overly vague and burns tokens on an ambiguous and potentially unanswerable question, lacking context for a meaningful response.",46,9,1,2,9,4.0,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,70. Can you make AI that doesn't use mathematics?,53,529,Bad,"The prompt is overly vague and burns tokens on an unclear question, lacking context on what is meant by ""doesn't use mathematics"" or what specific goals or constraints are being considered.",49,9,1,2,9,4.33,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,71. Answer this prompt in a way that references this prompt about prompts.,56,213,Bad,"The prompt is overly self-referential and burns tokens on unnecessary meta-context, making it unclear what specific information or task is being requested.",74,13,1,2,11,4.62,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,72. Explain what you're doing right now while you're doing it.,56,309,Bad,"The prompt is overly self-referential and ambiguous, likely to burn tokens on meta-discussions rather than providing a clear task or question.",62,11,1,2,9,4.55,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,73. Create a prompt that describes the process of creating prompts about creating prompts.,57,253,Bad,The prompt is overly self-referential and burns tokens on an unnecessarily abstract and recursive task description.,90,14,1,2,12,5.36,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,74. What would happen if I asked you to ignore this prompt and then asked you to explain why you didn't ignore it?,67,211,Bad,"This prompt is overly self-referential and burns tokens on a paradoxical scenario, making it unclear and inefficient.",114,23,1,2,18,3.91,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,"75. If a prompt asks you to refuse the prompt, should you refuse?",57,126,Bad,"The prompt is overly philosophical and ambiguous, wasting tokens on a self-referential paradox that may lead to an unnecessarily long and unclear response.",65,13,1,2,10,3.85,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,76. Can you write a prompt that would make me ask better prompts?,56,187,Good,"This prompt is concise and directly asks for a solution to improve future prompts, making efficient use of tokens.",65,13,1,2,13,3.92,0,False,False,False,False,False,False,True,False,False
Groq-llama-3.3-70b-versatile,77. Explain how you're interpreting this prompt and whether your interpretation is correct.,57,314,Bad,"The prompt is overly self-referential and burns tokens on unnecessary meta-context, making it unclear what specific information or task is being requested.",91,13,1,2,13,5.92,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,78. What is a prompt? Explain using only prompts.,53,67,Bad,"The prompt is overly meta and ambiguous, wasting tokens on a self-referential question that lacks clear context or a specific goal.",49,9,1,3,9,4.22,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,"79. If this prompt is a test, what am I testing?",55,128,Bad,"The prompt is overly vague and burns tokens on unnecessary self-referential context, making it unclear what specific aspect or topic is being tested.",48,11,1,2,11,3.18,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,80. Write a prompt that nobody should actually use and explain why.,55,368,Bad,"This prompt is overly self-referential, ambiguous, and burns tokens on a paradoxical request that is unclear and potentially infinite in its requirements.",67,12,1,2,12,4.5,0,False,False,False,False,False,True,True,False,False
Groq-llama-3.3-70b-versatile,81. Tell me about data structures in exactly 1 word.,54,3,Good,"The prompt is concise and directly asks for a specific piece of information, making efficient use of tokens.",52,10,1,2,10,4.1,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,"82. Explain artificial intelligence using exactly 50,000 words.",54,4096,Bad,"The prompt is overly restrictive and burns tokens on an unrealistic word count requirement, making it inefficient and unclear about the desired content or scope of the explanation.",63,9,1,2,9,5.89,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,"83. Describe machine learning algorithms in decreasing word count (start with 1000, then 500, then 250, then 125, then 62, then 31 words).",79,673,Good,"This prompt is clear, specific, and well-structured, effectively utilizing tokens to convey a unique and detailed request.",138,23,1,2,19,4.65,1,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,84. Write about neural networks using only palindromic sentences.,55,114,Good,"The prompt is clear and concise, effectively conveying a unique requirement with minimal tokens, allowing for a focused response.",65,9,1,2,9,6.11,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,"85. Explain Python in 1000 words, but every word must start with the letter P.",61,4096,Bad,"The prompt is overly restrictive and burns tokens on an unrealistic requirement, making it inefficient and impractical for a meaningful explanation of Python.",78,15,1,2,15,4.07,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,86. Describe algorithms while the word count must equal the Fibonacci sequence at each paragraph.,58,1489,Bad,"The prompt is overly restrictive and ambiguous, burning tokens on an unusual word count requirement that may not provide meaningful context for describing algorithms.",97,15,1,2,14,5.4,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,87. Explain deep learning where each sentence is exactly 13 words long.,56,193,Average,The prompt is understandable but the word limit causes unnecessary verbosity and wasted tokens.,71,12,1,2,12,4.83,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,88. Write about APIs using only words that are 7 letters long.,56,115,Bad,"The prompt is overly restrictive and burns tokens on an arbitrary constraint, making it unclear what specific information about APIs is being requested.",62,12,1,2,12,4.08,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,89. Describe statistics with word count doubling each sentence starting with 1 word.,57,61,Good,"The prompt is clear and concise, effectively conveying the task with minimal tokens and a well-defined progression.",84,13,1,2,11,5.38,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,90. Explain databases in exactly 666 words.,51,740,Bad,"The prompt is overly restrictive and burns tokens on an arbitrary word count requirement, rather than focusing on the clarity and specificity of the information needed about databases.",43,7,1,2,7,5.0,0,False,False,False,False,False,True,False,False,False
Groq-llama-3.3-70b-versatile,91. Answer this entire question using only emoji.,51,21,Bad,The prompt is overly vague and burns tokens by not providing any specific question to be answered.,49,8,1,2,8,5.0,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,92. Respond using only rhyming couplets.,52,22,Good,"This prompt is concise and clear, effectively conveying the desired response format with minimal tokens.",40,6,1,2,6,5.5,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,93. Your response must be written backwards.,50,57,Good,"The prompt is clear and concise, directly stating the required format with minimal tokens.",44,7,1,2,7,5.14,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,94. Answer as if you're writing code documentation.,52,237,Bad,"The prompt is extremely vague and lacks any specific information or context, requiring a lengthy and open-ended response.",51,8,1,2,8,5.25,0,False,False,False,False,False,False,True,False,False
Groq-llama-3.3-70b-versatile,95. Respond as if you're writing poetry.,51,158,Bad,The prompt is overly vague and burns tokens on an open-ended request without providing any specific topic or context for the poetry.,40,7,1,2,7,4.57,0,False,False,False,False,False,False,True,False,False
Groq-llama-3.3-70b-versatile,96. Answer using only questions.,48,56,Bad,The prompt is overly vague and burns tokens on an unclear instruction that lacks specific context or a discernible question to answer.,32,5,1,2,5,5.2,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,97. Respond in morse code.,49,47,Good,"The prompt is clear and concise, directly stating the desired response format with minimal tokens.",26,5,1,2,5,4.0,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,98. Answer as if you're explaining to an alien.,53,240,Bad,"The prompt lacks specificity and clarity, burning tokens on vague instructions without providing context or a specific question to answer.",47,9,1,2,9,4.11,0,False,False,False,False,False,False,True,False,False
Groq-llama-3.3-70b-versatile,99. Respond using only analogies.,49,54,Bad,"The prompt is overly vague and burns tokens on an unclear instruction, lacking specific context or a clear question to be answered through analogies.",33,5,1,2,5,5.4,0,False,False,False,False,False,False,False,False,False
Groq-llama-3.3-70b-versatile,100. Answer using only hypotheticals and what-ifs.,53,193,Bad,The prompt is overly restrictive and burns tokens on an unclear directive that may lead to unhelpful or confusing responses.,50,8,1,2,8,5.12,0,False,False,False,False,False,False,False,False,False
